indicator,type,source,first_seen,last_seen
1.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
1.bin,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
10.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
1czs73s7ie.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
1pernam.exe,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
1qnned7d5z.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
1vvqum.zip,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
1zgljz0q22.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
2.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
241017.bin,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
2c4iokavi1.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
2nxt0zl51z.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
3.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
3e01cwgbb6.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
3rw68ow9ls.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
4.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
42d2.js,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
4e7h.js,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
4wnruzr.exe,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
4zrs7vyj52.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
5.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
5ffqov9rir.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
5knks5s74s.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
5s020omlpx.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
5suyts1spl.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
6.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
6zkh51dk12.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
7.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
7d1bbkv.exe,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
8.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
8lxz5ipzgq.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
8og0ci1gc4.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
8otvjwa.exe,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
8si31e4ito.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
9.bak,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
97xxi133ix.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
9833.bin,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
99.txt,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
9k1hkuq66r.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
9my9nez6rk.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
abonne.ttf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
abscz687bv.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
aftermaths-attraction.com,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
agent.rut.7.6.2.0.exe.com,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
ak3ewll4fz.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
all.sh,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
app-ups.com,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
artifact.exe,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
asus.sh,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
aucmh17dsg.pdf,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
avtech.sh,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
az2zqc.zip,domain,urlhaus_recent,2025-09-11T12:58:03+01:00,2025-09-11T12:58:03+01:00
